Press,Title,Content,Date,Time
아시아경제,"카카오뱅크, 하루 만에 반등…20일 MSCI 조기편입","카카오뱅크가 하루 만에 반등하고 있다.11일 오전 10시42분 카카오뱅크는 전날보다 6.44% 오른 7만6000원에 거래되고 있다.전날 9% 하락한 뒤 이날 다시 오르고 있다.김동영 삼성증권 연구원은 ""6일 상장한 카카오뱅크가 MSCI에 조기 편입하는 것으로 발표됐다""며 ""MSCI에서 적용하는 유동비율은 예상보다 낮은 11%로 결정됐다""고 설명했다.이어 ""MSCI 지수 상의 유동시가총액은 3조6000억원으로 계산해 예상보다 작은 비율로 편입하게 된다""며 ""과거에도 MSCI가 상장 초기 고변동성 주식의 지수 편입 영향 최소화를 위해 종목 유동비율을 인위적으로 낮춘 사례가 있다""고 덧붙였다.아울러 ""카카오뱅크의 지수 편입 시점은 8월20일 장마감 후""라고 소개했다.MSCI 지수에 편입되는 종목은 지수를 추종하는 글로벌 패시브 자금 유입으로 외국인 수급이 개선될 수 있다.",2021-08-11,10:43
연합뉴스,삼성전자 '7만전자'로…SK하닉은 장중 연저점,"삼성전자 7만전자 (PG)[홍소영 제작] 사진합성·일러스트    (서울=연합뉴스) 박원희 기자 = 삼성전자와 SK하이닉스가 11일 장중 하락세를 보이고 있다.    이날 오전 10시 30분 현재 유가증권시장에서 삼성전자는 전날보다 1.25% 내린 7만9천200원에 거래됐다. 지난 3일 이후 6거래일 만에 장중 '7만전자'로 후퇴했다.    같은 시간 SK하이닉스는 전날보다 4.00% 떨어진 10만8천원이었다. 앞서 10만6천500원(5.33% 하락)까지 떨어지며 올해 들어 장중 가장 낮은 수준을 나타냈다.    주가 약세는 4분기 메모리 반도체 업황에 대한 불확실성이 제기된 영향으로 풀이된다.     앞서 10일(현지시간) 뉴욕증시에서도 미국 메모리 반도체 업체 마이크론(-5.36%), 반도체 장비 업체 램리서치(-3.64%) 등 미국 필라델피아 반도체 지수도 1.20% 떨어졌다.    서상영 미래에셋증권 연구원은 ""(필라델피아 반도체 지수 하락은) 시장 조사 기관인 트렌드포스가 PC 제조업체들의 과도한 재고로 D램 가격이 4분기에 최대 5% 하락할 것으로 전망한 데 따른 것으로 추정된다""고 밝혔다.    그는 아울러 ""트렌드포스는 미국과 유럽에서 코로나19 규제의 점진적인 해제에 따른 노트북 수요 둔화도 PC D램에 대한 전반적인 수요를 둔화시킬 것으로 전망했다""고 전했다.    encounter24@yna.co.kr",2021-08-11,10:35
이데일리,"SK하이닉스, 연중 최저…외국인 순매도 랠리에 ‘약세’","[이데일리 유준하 기자] SK하이닉스(000660)가 10만원대로 하락, 외국인의 순매도세에 5거래일 연속 약세다. 11일 마켓포인트에 따르면 오전 10시26분 기준 SK하이닉스는 전거래일 대비 3.56% 내린 10만8500원에 거래 중이다. 외국인은 전거래일 기준 SK하이닉스 주식을 5거래일 연속 순매도했다. 이날은 약 2000억원 어치를 팔고 있다.이는 디램 가격의 약세가 전망되기 때문으로 풀이된다. 시장조사기관 프렌드포스는 PC 제조업체들의 과도한 재고로 D램 가격이 4분기 최대 5% 하락할 것이라고 전망했다. 한편 SK하이닉스는 올해 2분기 매출액 10조3000억원, 영업이익 2조7000억원을 달성, 전분기 대비 22%, 103% 각각 증가했다.",2021-08-11,10:34
아시아경제,또 무너진 '8만전자',"삼성전자가 7거래일만에 또 다시 8만원 밑으로 내려갔다.삼성전자는 11일 시초가가 7만9600원으로 거래를 시작했다. 이날 오전 10시22분 현재 전일대비 1.12% 하락한 7만9300원에 거래되고 있다.삼성전자는 글로벌 반도체 업황에 대하 우려로 지난달 7만8000원까지 떨어졌다 이달초 외국인들이 매수세로 전환하며 8만원을 회복했다. 하지만 지난 5일부터 하락 전환했고, 전날부터 하락폭을 확대하면서 결국 8만원 아래로 내려갔다.",2021-08-11,10:29
아시아경제,"강원랜드, 실적 회복 지속 전망에 4%↑",강원랜드가 하반기 높은 회복세가 지속할 것이란 전망에 오름세를 보이고 있다.11일 오전 10시 19분 강원랜드는 전 거래일 대비 4.10% 오른 2만7900원을 가리키고 있다. 2분기 어닝서프라이즈에 이어 하반기에도 실적 상승이 기대된다는 판단이 영향을 준 것으로 풀이된다.2분기 강원랜드의 영업이익은 27억200만원으로 지난해 같은 기간보다 흑자로 전환했다. 매출액은 488% 늘어난 2036억원을 기록했다. 이선화 KB증권 연구원 “지난 6월 정선군의 사회적 거리두기 단계가 기존 1.5단계에서 신설 1단계로 완화되면서 카지노 매출이 늘었다”며 “최근 거리 두기가 2단계로 강화됐지만 동시 체류 인원 기준이 1800명이고 지난해 영업일이 52일밖에 안 됐던 만큼 기저효과가 기대된다”고 말했다.,2021-08-11,10:26
아시아경제,"진원생명과학, 희귀병 유전자 치료제 개발 참여 소식에 ‘강세’",진원생명과학의 자회사 VGXI가 희귀병 유전자 치료제 개발 파트너로 참여한다는 소식에 강세다.11일 오전 10시25분 현재 진원생명과학은 전일 대비 3.69% 상승한 4만3500원에 거래되고 있다.이날 진원생명과학은 DNA 백신과 유전자 치료제 전문 위탁개발생산(CDMO) 자회사 VGXI가 비영리 기관 '레어 트레이트 호프 펀드'(Rare Trait Hope Fund)가 지원하는 희귀병 유전자 치료제 개발 프로젝트에 파트너로 참여한다고 밝혔다.VGXI는 희귀병인 아스파르틸글루코사민뇨(AGU) 유전자 치료제 임상용 의약품 생산을 위한 플라스미드 원료 물질을 생산해 공급할 예정이다.,2021-08-11,10:25
아시아경제,"PI첨단소재, ""100% 가동해도 PI필름 없어요""…단가인상 임박","PI첨단소재가 강세다. 3분기 영업이익률 30%를 돌파할 것이라는 분석이 주가에 영향을 준 것으로 보인다.11일 오전 10시21분 PI첨단소재는 전날보다 10.21% 오른 6만3700원에 거래되고 있다.김정환 한화투자증권 연구원은 ""올 하반기 신제품 효과에 따른 PI필름 수요 강세와 방열시트용 제품 장기공급계약으로 인해 연중 풀 생산-풀 판매 체재를 지속할 것""이라고 분석했다.이어 ""2분기 가동률 추가 상승과 아이폰 신모델향 출하량 증가로 3분기 매출액은 821억원, 영업이익은 254억원에 달할 것""이라며 ""지난해 같은 기간보다 각각 10%, 59% 늘어난 규모""라고 설명했다.그는 ""영업이익률은 31%에 달할 전망""이라며 ""현재 PI첨단소재의 생산능력인 연 4300t으로는 하반기 고객사의 수요량을 전부 대응하기 어려운 상황""이라고 덧붙였다. 아울러 ""글로벌 생산능력도 Dupont을 제외하면 내년 상반기까지 늘지 않아 타이트한 PI필름 수급은 계속될 것""이라며 ""경쟁사 증설에 시간이 소요될 전망""이라고 강조했다.김 연구원은 ""핵심 생산 설비를 2차전지 산업에서 선주문했기 때문""이라며 ""하반기 중 필름 가격 인상 가능성이 커지고 있다""고 말했다.",2021-08-11,10:22
아시아경제,"더미동, 관계사 홀로그램 기술 中 메타버스 시장 공급 부각 강세","더미동(THE MIDONG) 주가가 강세다. 관계사 채널브라더스가 중국 영화관과 콘텐츠에 홀로그램 기술을 적용하면서 중국 메타버스(확장가상세계) 시장을 공략할 수 있다는 기대감이 반영된 것으로 보인다.11일 오전 10시10분 기준 더미동 주가는 전날 대비 4.59% 오른 1935원을 기록했다. 관계사 채널브라더스가 중국 메타버스 시장에서 확장할 수 있다는 기대감이 커진 것으로 풀이된다.채널브라더스는 이미 중국 영화관과 콘텐츠에 다수 적용돼 있는 상태다. 이를 활용해 각종 공연 등 콘텐츠에 적극 적용, 향후 커질 것으로 예상되는 중국 메타버스 시장에서 수혜를 입을 수 있다는 판단이 적용한 것으로 보인다. 앞서 더미동(당시 미동앤씨네마)은 2016년 5월11일 채널브라더스 지분 34%를 8억원에 인수한다고 공시한 바 있다. 현재 더미동의 채널브라더스 지분율은 26.5%다.",2021-08-11,10:20
아시아경제,KT 견조한 실적 바탕으로 강세,"KT 주가가 견조한 실적을 바탕으로 강세를 보이고 있다.KT는 11일 오전 10시 8분 기준 유가증권 시장에서 전일보다 950원(2.84%) 오른 3만4350원에 거래되고 있다.KT는 올 2분기 시장 컨센서스를 상회하는 실적을 발표했다. 영업이익 4758억원, 매출 6조276억원이다.5G 가입자 증가에 기반한 ARPU 상승, 효율적인 마케팅 비용 집행 및 단말기 재고 평가 손실 환입 등이 실적 향상을 견인한 것으로 풀이된다.이학무 미래에셋증권 연구원은 ""넷플릿스와 시즌 등 미디어 및 콘텐츠 결합 5G 상품 경쟁력 우위를 기반으로 상대적으로 높은 5G ARPU를 보이는 것이 전체 ARPU 상승에 크게 기여하고 있다""고 판단했다.오태완 한국투자증권 연구원은 ""무선 IPTV 등 핵심부문의 외형 성장이 지속되는 가운데 경쟁 완화에 기반한 비용 효율화가 지속되고 있다""고 말했다. 투자의견 '매수', 목표주가 3만7000원을 유지했다.NH투자증권 역시 투자의견 '매수', 목표주가는 4만2000원을 유지했다.한편 KT는 시가총액 8조 9953억원, 코스피 45위다. 상장주식수는 2억6111만1808주, 1주당 액면가는 5000원이다.",2021-08-11,10:15
이데일리,"셀트리온, 식약처 렉키로나주 허가변경 심사 착수에 ‘강세’","[이데일리 김윤지 기자] 코로나19 항체치료제 ‘렉키로나’의 치료 대상을 12세 이상 전체 경증 및 중등증 환자로 확대하는 변경 허가를 식품의약품안전처에 신청해 심사에 착수했다고 밝힌 셀트리온(068270)이 강세다. 11일 마켓포인트에 따르면 이날 오전 10시 9분 기준 셀트리온은 전거래일 대비 1만4500원(5.37%) 오른 28만4500원에 거래 중이다. 식약처는 앞서 렉키로나를 고위험군 경증과 전체 중등증 성인 코로나19 환자에만 사용하도록 조건부 허가한 바 있다. 고위험군에는 60세 이상과 심혈관질환자, 만성 호흡기질환자, 당뇨병 환자 고혈압 환자 등이 있다. 셀트리온은 렉키로나의 허가 당시 조건으로 붙였던 치료적 확증 임상시험 결과 보고서를 지난 10일 제출하며 허가조건 삭제를 신청했으며, 해당 보고서에는 셀트리온이 13개 국에서 1315명을 대상으로 수행했던 글로벌 임상 3상 시험이 포함됐다.",2021-08-11,10:12
아시아경제,"네오위즈, 신작 동시접속자 기록 갱신…미출시 중화권 관심 ↑",네오위즈가 연일 강세다. 다중접속역할수행게임(MMORPG) 블레스 언리쉬드 PC버전이 흥행몰이에 나섰다는 소식이 주가에 영향을 주는 것으로 보인다.11일 오전 9시55분 네오위즈는 전날보다 12.11% 오른 3만9800원에 거래되고 있다.이날 오전 한 매체는 스팀 DB를 인용해 블레스 언리쉬드가 전날 최대 동시접속자 7만 6342명을 기록했다고 보도했다. 출시 후 최대 동시접속자 수를 경신했다. 스팀 전체 게임 순위에서는 8위에 올랐으며 MMORPG 부문에서는 1위를 차지했다.블레스 언리쉬드 PC는 지난 7일 스팀을 통해 출시했다. 지난 8일 첫 주말기준 동시접속자수 7만 1577명을 기록하며 글로벌 동시접속자 순위 9위에 오르기도 했다.게임업계에 따르면 블레스 언리쉬드는 정식 서비스를 시작하지 않은 중화권에서도 주목받고 있다.  수십만 명 이상의 중국인이 현지 스트리밍 플랫폼에서 송출 중인 블레스 언리쉬드? 게임방송을 시청 중인 것으로 알려졌다. 블레스 언리쉬드는 아직 중국의 판호를 받지 못했다. 현지판 스팀 차이나에도 올라있지 않기 때문에 기대감이 방송 시청으로 나타나는 것으로 보인다.,2021-08-11,9:56
